Campaign name,Day,Delivery status,Delivery level,Attribution setting,Result type,Results,Reach,Frequency,Cost per result,Amount spent (INR),Impressions,"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Clicks (all),CTR (all),CPC (all),In-app purchases,Registrations completed,In-app registrations completed,Website registrations completed,Cost per registration completed,Purchases,Purchases conversion value,In-app purchases conversion value,Cost per purchase,Purchase ROAS (return on ad spend),In-app purchase ROAS (return on ad spend),percentage app,App installs,Mobile app installs,Cost per app install,Reporting starts,Reporting ends
Advantage+ shopping campaign 02/03/2025 Campaign,4/3/2026,active,campaign,Multiple attribution settings,,,24957,2.43763273,,2004.38,60836,32.94726806,303,6.61511551,0.49806036,1230,2.02182918,1.62957724,26,62,58,4,32.32870968,26,9689,9689,77.09153846,4.83391373,4.83391373,6.93069307,21,21,95.44666667,4/3/2026,4/3/2026
New App IOS KSA promotion campaign,4/3/2026,active,campaign,Multiple attribution settings,,,15221,1.22731752,,3422.75,18681,183.2209197,173,19.78468208,0.92607462,243,1.3007869,14.08539095,,31,31,,110.4112903,,,,,,,31.79190751,55,55,62.23181818,4/3/2026,4/3/2026
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,4/3/2026,active,campaign,7-day click,In-app purchases,35,793353,1.37938219,1001.442286,35050.48,1094337,32.02896366,3483,10.06330175,0.3182749,4927,0.45022694,7.11395981,35,1607,1605,2,21.81112632,35,12990,12990,1001.442286,0.37060833,0.37060833,41.37238013,1441,1441,24.32371964,4/3/2026,4/3/2026
UAE App promotion Campaign 26 June 25,4/3/2026,active,campaign,7-day click,In-app purchases,2,8440,1.36587678,865.49,1730.98,11528,150.1544067,90,19.23311111,0.78070784,115,0.99757113,15.052,2,69,69,,25.08666667,2,5478.22,5478.22,865.49,3.16480837,3.16480837,63.33333333,57,57,30.36807018,4/3/2026,4/3/2026
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,4/3/2026,active,campaign,Multiple attribution settings,In-app purchases,1,184677,1.3790889,14245.67,14245.67,254686,55.93424845,728,19.56822802,0.28584217,1730,0.6792678,8.23449133,1,226,226,,63.03393805,1,2999,2999,14245.67,0.21052011,0.21052011,35.02747253,255,255,55.86537255,4/3/2026,4/3/2026
New qatar App promotion Campaign 23 sept 25,4/3/2026,active,campaign,7-day click,,,15481,1.44066921,,2315.58,22303,103.8237009,133,17.41037594,0.59633233,163,0.73084338,14.20601227,,78,77,1,29.68692308,,,,,,,43.60902256,58,58,39.9237931,4/3/2026,4/3/2026
New Awareness campaign 24/10/25 –duplicate (07/11/25),4/3/2026,active,campaign,7-day click or 1-day view,,,485880,1,,976.91,485880,2.01059932,116,8.42163793,0.02387421,307,0.06318433,3.18211726,,3,3,,325.6366667,,,,,,,0,,,,4/3/2026,4/3/2026
New App promotion oman and bahrain Campaign 22 jan 2026,4/3/2026,active,campaign,7-day click,,,21008,1.54255522,,3018.6,32406,93.14941677,178,16.95842697,0.549281,204,0.62951305,14.79705882,,96,96,,31.44375,,,,,,,36.51685393,65,65,46.44,4/3/2026,4/3/2026
Middle Funnel 2(web visit),4/2/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,2,2151,1.57554626,73.675,147.35,3389,43.47890233,22,6.69772727,0.64915904,78,2.30156388,1.88910256,,2,1,1,73.675,,,,,,,9.09090909,2,2,73.675,4/2/2026,4/2/2026
Middle Funnel Ad 3(fb-insta),4/2/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,28,10607,1.23776751,10.96357143,306.98,13129,23.38182649,52,5.90346154,0.39606977,216,1.64521289,1.4212037,,28,24,4,10.96357143,,,,,,,11.53846154,6,6,51.16333333,4/2/2026,4/2/2026
NF App Conversions,4/2/2026,active,campaign,7-day click or 1-day view,In-app purchases,7,4819,1.79580826,132.8385714,929.87,8654,107.4497342,487,1.90938398,5.62745551,500,5.77767506,1.85974,7,27,27,,34.43962963,7,6326,6326,132.8385714,6.80310151,6.80310151,0.82135524,4,4,232.4675,4/2/2026,4/2/2026
Bottom Funnel – Copy,4/2/2026,active,campaign,7-day click or 1-day view,actions:purchase,2,7790,1.65134788,193.275,386.55,12864,30.04897388,50,7.731,0.38868159,197,1.53140547,1.96218274,2,11,11,,35.14090909,2,548,548,193.275,1.41766912,1.41766912,14,7,7,55.22142857,4/2/2026,4/2/2026
All-Lookalike-manual-registration 27-07-24,4/2/2026,active,campaign,7-day click,,,236770,1.47439709,,15648.83,349093,44.82710911,1399,11.18572552,0.40075281,1950,0.5585904,8.02504103,18,496,496,,31.55006048,18,10333,10333,869.3794444,0.66030496,0.66030496,35.0964975,491,491,31.8713442,4/2/2026,4/2/2026
Advantage+ KSA app campaign 01/08/2024 Campaign,4/2/2026,active,campaign,7-day click,In-app purchases,2,17787,1.39579468,1222.08,2444.16,24827,98.44765779,165,14.81309091,0.66459903,194,0.78140734,12.59876289,2,104,104,,23.50153846,2,8001.32,8001.32,1222.08,3.27364821,3.27364821,48.48484848,80,80,30.552,4/2/2026,4/2/2026
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,4/2/2026,active,campaign,7-day click,In-app purchases,12,49804,1.41334029,509.36,6112.32,70390,86.8350618,451,13.55281596,0.64071601,533,0.75720983,11.46776735,12,199,199,,30.71517588,12,22672,22672,509.36,3.70922988,3.70922988,39.02439024,176,176,34.72909091,4/2/2026,4/2/2026
Advantage+ shopping campaign 02/03/2025 Campaign,4/2/2026,active,campaign,Multiple attribution settings,,,22982,2.30476025,,1809.64,52968,34.16477873,298,6.07261745,0.56260384,1325,2.50151035,1.36576604,45,84,83,1,21.54333333,45,29555,29555,40.21422222,16.33197763,16.33197763,7.71812081,23,23,78.68,4/2/2026,4/2/2026
New App IOS KSA promotion campaign,4/2/2026,active,campaign,Multiple attribution settings,,,15138,1.23147047,,3344.18,18642,179.3895505,141,23.71758865,0.75635661,206,1.10503165,16.2338835,,32,32,,104.505625,,,,,,,28.36879433,40,40,83.6045,4/2/2026,4/2/2026
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,4/2/2026,active,campaign,7-day click,In-app purchases,24,671935,1.44865352,1521.797917,36523.15,973401,37.52117575,3588,10.17925028,0.36860451,4751,0.48808251,7.6874658,24,1345,1344,1,27.15475836,24,9892,9892,1521.797917,0.27084192,0.27084192,34.72686734,1246,1246,29.31231942,4/2/2026,4/2/2026
UAE App promotion Campaign 26 June 25,4/2/2026,active,campaign,7-day click,,,6496,1.42087438,,1612.91,9230,174.7464789,47,34.31723404,0.5092091,65,0.70422535,24.814,,32,32,,50.4034375,,,,,,,59.57446809,28,28,57.60392857,4/2/2026,4/2/2026
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,4/2/2026,active,campaign,Multiple attribution settings,In-app purchases,1,155115,1.39802082,12736.6,12736.6,216854,58.73352578,672,18.95327381,0.30988591,1607,0.74105158,7.92570006,1,203,203,,62.74187192,1,216,216,12736.6,0.016959,0.016959,36.9047619,248,248,51.35725806,4/2/2026,4/2/2026
New qatar App promotion Campaign 23 sept 25,4/2/2026,active,campaign,7-day click,In-app purchases,1,11073,1.51846835,2166.54,2166.54,16814,128.8533365,111,19.51837838,0.66016415,127,0.75532295,17.05937008,1,51,50,1,42.48117647,1,3000,3000,2166.54,1.38469634,1.38469634,40.54054054,45,45,48.14533333,4/2/2026,4/2/2026
New Awareness campaign 24/10/25 –duplicate (07/11/25),4/2/2026,active,campaign,7-day click or 1-day view,,,500903,1,,996.37,500903,1.9891476,118,8.44381356,0.02355746,298,0.05949256,3.34352349,,2,2,,498.185,,,,,,,0.84745763,1,1,996.37,4/2/2026,4/2/2026
New App promotion oman and bahrain Campaign 22 jan 2026,4/2/2026,active,campaign,7-day click,,,16398,1.53256495,,2942.62,25131,117.0912419,115,25.588,0.45760216,127,0.50535196,23.17023622,,39,39,,75.45179487,,,,,,,33.91304348,39,39,75.45179487,4/2/2026,4/2/2026
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,4/1/2026,active,campaign,7-day click,In-app purchases,14,58644,1.38058454,442.3092857,6192.33,80963,76.48345541,482,12.84715768,0.59533367,594,0.73366847,10.42479798,14,243,243,,25.48283951,14,65070,65070,442.3092857,10.5081609,10.5081609,44.60580913,215,215,28.80153488,4/1/2026,4/1/2026
Middle Funnel 2(web visit),4/1/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,8,2430,1.41728395,19.6325,157.06,3444,45.6039489,28,5.60928571,0.81300813,86,2.4970964,1.82627907,,8,5,3,19.6325,,,,,,,10.71428571,3,3,52.35333333,4/1/2026,4/1/2026
Middle Funnel Ad 3(fb-insta),4/1/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,27,12798,1.27699641,12.83185185,346.46,16343,21.19929022,69,5.02115942,0.42219911,329,2.01309429,1.05306991,,27,26,1,12.83185185,,,,,,,7.24637681,5,5,69.292,4/1/2026,4/1/2026
NF App Conversions,4/1/2026,active,campaign,7-day click or 1-day view,In-app purchases,8,5620,1.82918149,137.8625,1102.9,10280,107.2859922,578,1.90813149,5.62256809,582,5.6614786,1.89501718,8,32,32,,34.465625,8,11785,11785,137.8625,10.68546559,10.68546559,0.8650519,5,5,220.58,4/1/2026,4/1/2026
Bottom Funnel – Copy,4/1/2026,active,campaign,7-day click or 1-day view,actions:purchase,5,7970,1.44604768,77.134,385.67,11525,33.4637744,32,12.0521875,0.27765727,278,2.41214751,1.38730216,5,6,6,,64.27833333,5,2102,2102,77.134,5.4502554,5.4502554,12.5,4,4,96.4175,4/1/2026,4/1/2026
All-Lookalike-manual-registration 27-07-24,4/1/2026,active,campaign,7-day click,,,234927,1.39214735,,15809.69,327053,48.33984094,1325,11.93184151,0.40513311,1890,0.57788799,8.36491534,19,515,515,,30.69842718,19,16663,16663,832.0889474,1.05397386,1.05397386,38.18867925,506,506,31.24444664,4/1/2026,4/1/2026
Advantage+ KSA app campaign 01/08/2024 Campaign,4/1/2026,active,campaign,7-day click,In-app purchases,3,20494,1.35844637,835.04,2505.12,27840,89.98275862,190,13.18484211,0.68247126,226,0.81178161,11.08460177,3,127,127,,19.72535433,3,5643.81,5643.81,835.04,2.25291004,2.25291004,56.31578947,107,107,23.41233645,4/1/2026,4/1/2026
Advantage+ shopping campaign 02/03/2025 Campaign,4/1/2026,active,campaign,Multiple attribution settings,,,27499,2.12905924,,2031.82,58547,34.7040839,320,6.3494375,0.54656942,2030,3.46729978,1.00089655,32,80,75,5,25.39775,33,38477,36476,61.57030303,18.937209,17.95237767,5,16,16,126.98875,4/1/2026,4/1/2026
New App IOS KSA promotion campaign,4/1/2026,active,campaign,Multiple attribution settings,,,14435,1.25264981,,3252.65,18082,179.8833094,113,28.78451327,0.62493087,201,1.1116027,16.18233831,,29,29,,112.1603448,,,,,,,29.20353982,33,33,98.56515152,4/1/2026,4/1/2026
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,4/1/2026,active,campaign,7-day click,In-app purchases,22,625299,1.40058756,1680.259545,36965.71,875786,42.20861032,3298,11.20852335,0.37657601,4310,0.49212936,8.57673086,22,1343,1341,2,27.52472822,22,8482,8482,1680.259545,0.22945589,0.22945589,38.11400849,1257,1257,29.40788385,4/1/2026,4/1/2026
UAE App promotion Campaign 26 June 25,4/1/2026,active,campaign,7-day click,In-app purchases,1,7230,1.29529737,1593.65,1593.65,9365,170.1708489,77,20.69675325,0.82221036,93,0.99305926,17.13602151,1,51,51,,31.24803922,1,307,307,1593.65,0.19263954,0.19263954,64.93506494,50,50,31.873,4/1/2026,4/1/2026
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,4/1/2026,active,campaign,Multiple attribution settings,,,186367,1.37638101,,12679.87,256512,49.43187843,693,18.29707071,0.2701628,1924,0.75006238,6.59036902,,231,231,,54.89121212,,,,,,,43.001443,298,298,42.54989933,4/1/2026,4/1/2026
New qatar App promotion Campaign 23 sept 25,4/1/2026,active,campaign,7-day click,In-app purchases,1,12857,1.4442716,2158.98,2158.98,18569,116.2679735,133,16.23293233,0.71624751,159,0.85626582,13.57849057,1,71,71,,30.40816901,1,1949,1949,2158.98,0.90274111,0.90274111,39.84962406,53,53,40.7354717,4/1/2026,4/1/2026
New Awareness campaign 24/10/25 –duplicate (07/11/25),4/1/2026,active,campaign,7-day click or 1-day view,,,498437,1.00684339,,1001.69,501848,1.99600277,112,8.94366071,0.02231751,327,0.06515917,3.06327217,,,,,,,,,,,,0,,,,4/1/2026,4/1/2026
New App promotion oman and bahrain Campaign 22 jan 2026,4/1/2026,active,campaign,7-day click,,,17011,1.55587561,,2976.17,26467,112.4483319,131,22.71885496,0.49495598,150,0.56674349,19.84113333,,95,95,,31.32810526,,,,,,,41.22137405,54,54,55.11425926,4/1/2026,4/1/2026
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/31/2026,active,campaign,7-day click,In-app purchases,14,61824,1.35552536,444.5728571,6224.02,83804,74.26876999,512,12.15628906,0.61094936,617,0.73624171,10.08755267,14,253,253,,24.60086957,14,17505,17505,444.5728571,2.81249096,2.81249096,41.40625,212,212,29.35858491,3/31/2026,3/31/2026
Middle Funnel 2(web visit),3/31/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,12,3999,1.30307577,13.2875,159.45,5211,30.59873345,16,9.965625,0.30704279,32,0.61408559,4.9828125,,12,12,,13.2875,,,,,,,18.75,3,3,53.15,3/31/2026,3/31/2026
Middle Funnel Ad 3(fb-insta),3/31/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,34,12209,1.24432795,10.08558824,342.91,15192,22.57174829,63,5.44301587,0.41469194,293,1.92864666,1.1703413,,34,26,8,10.08558824,,,,,,,20.63492063,13,13,26.37769231,3/31/2026,3/31/2026
NF App Conversions,3/31/2026,active,campaign,7-day click or 1-day view,In-app purchases,9,4781,1.82158544,117.7711111,1059.94,8709,121.7062809,428,2.47649533,4.91445631,497,5.70674015,2.13267606,9,40,39,1,26.4985,9,20784,20784,117.7711111,19.60865709,19.60865709,0.70093458,3,3,353.3133333,3/31/2026,3/31/2026
Bottom Funnel – Copy,3/31/2026,active,campaign,7-day click or 1-day view,actions:purchase,9,7346,1.53090117,40.05111111,360.46,11246,32.05228526,32,11.264375,0.28454562,179,1.59167704,2.01374302,9,9,9,,40.05111111,9,4396,4396,40.05111111,12.19552794,12.19552794,3.125,1,1,360.46,3/31/2026,3/31/2026
All-Lookalike-manual-registration 27-07-24,3/31/2026,active,campaign,7-day click,,,228455,1.48873082,,16582.1,340108,48.75539535,1501,11.04736842,0.4413304,2040,0.59980947,8.12848039,18,598,598,,27.72926421,18,8335,8335,921.2277778,0.50265045,0.50265045,34.97668221,525,525,31.58495238,3/31/2026,3/31/2026
Advantage+ KSA app campaign 01/08/2024 Campaign,3/31/2026,active,campaign,7-day click,,,21401,1.39021541,,2646.81,29752,88.96242269,196,13.50413265,0.65877924,235,0.78986287,11.26302128,,119,118,1,22.24210084,,,,,,,51.53061224,101,101,26.2060396,3/31/2026,3/31/2026
Advantage+ shopping campaign 02/03/2025 Campaign,3/31/2026,active,campaign,Multiple attribution settings,,,25242,2.17506537,,1969.05,54903,35.86416043,312,6.31105769,0.56827496,1380,2.51352385,1.42684783,31,104,96,8,18.93317308,32,29508,27507,61.5328125,14.98590691,13.96968081,8.97435897,28,28,70.32321429,3/31/2026,3/31/2026
New App IOS KSA promotion campaign,3/31/2026,active,campaign,Multiple attribution settings,,,13111,1.22172222,,2891.89,16018,180.5400175,136,21.26389706,0.84904482,201,1.25483831,14.38751244,,23,23,,125.7343478,,,,,,,19.11764706,26,26,111.2265385,3/31/2026,3/31/2026
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/31/2026,active,campaign,7-day click,In-app purchases,42,676414,1.36477512,916.8545238,38507.89,923153,41.71344295,3500,11.00225429,0.37913542,4575,0.49558416,8.41702514,42,1542,1540,2,24.97269131,42,12147,12147,916.8545238,0.31544185,0.31544185,38.68571429,1354,1354,28.44009601,3/31/2026,3/31/2026
UAE App promotion Campaign 26 June 25,3/31/2026,active,campaign,7-day click,,,7620,1.32112861,,1679.26,10067,166.8083838,91,18.45340659,0.90394358,105,1.04301182,15.99295238,,63,63,,26.65492063,,,,,,,59.34065934,54,54,31.09740741,3/31/2026,3/31/2026
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/31/2026,active,campaign,Multiple attribution settings,In-app purchases,2,160388,1.35254508,5820.98,11641.96,216932,53.66640237,603,19.306733,0.27796729,1565,0.72142423,7.43895208,2,200,200,,58.2098,2,5435.08,5435.08,5820.98,0.46685266,0.46685266,42.45439469,256,256,45.47640625,3/31/2026,3/31/2026
New qatar App promotion Campaign 23 sept 25,3/31/2026,active,campaign,7-day click,In-app purchases,1,14109,1.40031186,2241.74,2241.74,19757,113.4656071,149,15.0452349,0.75416308,170,0.86045452,13.18670588,1,68,68,,32.96676471,1,2990.55,2990.55,2241.74,1.33403071,1.33403071,36.91275168,55,55,40.75890909,3/31/2026,3/31/2026
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/31/2026,active,campaign,7-day click or 1-day view,,,473430,1.01609108,,983.61,481048,2.04472319,84,11.70964286,0.01746187,293,0.06090868,3.35703072,,7,7,,140.5157143,,,,,,,1.19047619,1,1,983.61,3/31/2026,3/31/2026
New App promotion oman and bahrain Campaign 22 jan 2026,3/31/2026,active,campaign,7-day click,In-app purchases,1,18725,1.50082777,3078.57,3078.57,28103,109.545956,190,16.203,0.6760844,219,0.77927623,14.05739726,1,93,92,1,33.10290323,1,1199,1199,3078.57,0.38946654,0.38946654,37.36842105,71,71,43.36014085,3/31/2026,3/31/2026
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/30/2026,active,campaign,7-day click,In-app purchases,8,70618,1.30866068,772.7025,6181.62,92415,66.88979062,506,12.21664032,0.54753016,641,0.69361034,9.64371295,8,242,242,,25.5438843,8,10589,10589,772.7025,1.71298139,1.71298139,41.10671937,208,208,29.71932692,3/30/2026,3/30/2026
Middle Funnel 2(web visit),3/30/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,4,3532,1.34597961,38.1475,152.59,4754,32.09718132,13,11.73769231,0.27345393,29,0.61001262,5.26172414,,4,3,1,38.1475,,,,,,,7.69230769,1,1,152.59,3/30/2026,3/30/2026
Middle Funnel Ad 3(fb-insta),3/30/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,33,12301,1.24054955,11.08515152,365.81,15260,23.97182176,75,4.87746667,0.491481,304,1.9921363,1.20332237,,33,32,1,11.08515152,,,,,,,12,9,9,40.64555556,3/30/2026,3/30/2026
NF App Conversions,3/30/2026,active,campaign,7-day click or 1-day view,In-app purchases,8,5214,1.74913694,128.05,1024.4,9120,112.3245614,353,2.901983,3.87061404,415,4.5504386,2.46843373,8,35,35,,29.26857143,8,9572,9572,128.05,9.34400625,9.34400625,1.13314448,4,4,256.1,3/30/2026,3/30/2026
Bottom Funnel – Copy,3/30/2026,active,campaign,7-day click or 1-day view,actions:purchase,5,7001,1.47878874,77.974,389.87,10353,37.65768376,33,11.81424242,0.31874819,271,2.61759876,1.43863469,5,19,16,3,20.51947368,5,11135,11135,77.974,28.56080232,28.56080232,3.03030303,1,1,389.87,3/30/2026,3/30/2026
All-Lookalike-manual-registration 27-07-24,3/30/2026,active,campaign,7-day click,,,258234,1.42792196,,16438.49,368738,44.58040668,1436,11.44741643,0.3894364,2069,0.56110301,7.94513775,25,580,579,1,28.34222414,25,6838,6838,657.5396,0.41597495,0.41597495,37.74373259,542,542,30.32931734,3/30/2026,3/30/2026
Advantage+ KSA app campaign 01/08/2024 Campaign,3/30/2026,active,campaign,7-day click,In-app purchases,2,18762,1.39659951,1154.395,2308.79,26203,88.1116666,179,12.89826816,0.68312789,219,0.83578216,10.54242009,2,128,128,,18.03742187,2,3125.52,3125.52,1154.395,1.35374807,1.35374807,53.63128492,96,96,24.04989583,3/30/2026,3/30/2026
