Campaign name,Day,Delivery status,Delivery level,Attribution setting,Result Type,Results,Reach,Frequency,Cost per result,Amount spent (INR),Impressions,"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Clicks (all),CTR (all),CPC (all),In-app purchases,Registrations completed,In-app registrations completed,Website registrations completed,Cost per registration completed,Purchases,Purchases conversion value,In-app purchases conversion value,Cost per purchase,Purchase ROAS (return on ad spend),App Installs,Cost per App Install,App activiations,In-app sessions,Website landing page views,Instagram follows
Advantage+ KSA app campaign 01/08/2024 Campaign,3/5/2026,active,campaign,7-day click,In-app purchases,1,17683,1.26420856,1910.64,1910.64,22355,85.46812794,208,9.18576923,0.93044062,223,0.9975397,8.56789238,1,124,124,,15.4083871,1,2507.11,2507.11,1910.64,1.31218335,106,18.02490566,333,333,,0
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/5/2026,active,campaign,7-day click,In-app purchases,14,79654,1.29388355,421.5914286,5902.28,103063,57.26866092,493,11.97217039,0.47834819,609,0.59090071,9.69175698,14,278,278,,21.23122302,14,15847.18,15847.18,421.5914286,2.68492515,238,24.7994958,653,653,,5
Advantage+ shopping campaign 02/03/2025 Campaign,3/5/2026,active,campaign,Multiple attribution settings,,,23558,2.34523304,,1422.36,55249,25.74453836,195,7.29415385,0.35294756,762,1.37921048,1.86661417,27,56,53,3,25.39928571,29,29947,24359,49.04689655,21.05444473,20,71.118,21213,21213,61,1
New App IOS KSA promotion campaign,3/5/2026,active,campaign,Multiple attribution settings,In-app purchases,1,13493,1.29770992,2873.02,2873.02,17510,164.0788121,174,16.5116092,0.99371788,248,1.41633352,11.58475806,1,32,32,,89.781875,1,2482.64,2482.64,2873.02,0.86412207,46,62.45695652,,,,1
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/5/2026,active,campaign,7-day click,In-app purchases,27,614341,1.34641836,1230.728519,33229.67,827160,40.17320712,2500,13.291868,0.30223899,3632,0.4390928,9.14913822,27,1199,1199,,27.71448707,27,15240,15240,1230.728519,0.45862628,1025,32.41919024,3120,3120,2,24
UAE App promotion Campaign 26 June 25,3/5/2026,active,campaign,7-day click,In-app purchases,1,9343,1.29187627,1378.48,1378.48,12070,114.2071251,104,13.25461538,0.86164043,123,1.01905551,11.20715447,1,78,78,,17.67282051,1,1306.63,1306.63,1378.48,0.94787737,62,22.23354839,189,189,,1
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/5/2026,active,campaign,7-day click,,,167149,1.26217925,,9842.11,210972,46.65126178,662,14.86723565,0.31378572,1847,0.87547163,5.3287006,,215,215,,45.77725581,,,,,,286,34.41297203,4,4,,12
New qatar App promotion Campaign 23 sept 25,3/5/2026,active,campaign,7-day click,In-app purchases,2,16705,1.43753367,1019.31,2038.62,24014,84.8929791,151,13.5007947,0.62879987,169,0.70375614,12.06284024,2,83,83,,24.56168675,2,2289.05,2289.05,1019.31,1.1228429,74,27.54891892,223,223,,1
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/5/2026,active,campaign,7-day click or 1-day view,,,605524,1,,947.83,605524,1.56530542,98,9.67173469,0.01618433,363,0.05994808,2.61110193,,1,1,,947.83,,,,,,1,947.83,20,20,24,1
New App promotion oman and bahrain Campaign 22 jan 2026,3/5/2026,active,campaign,7-day click,In-app purchases,2,23557,1.55418771,1444.785,2889.57,36612,78.92412324,172,16.79982558,0.46979133,204,0.55719436,14.16455882,2,79,79,,36.57683544,2,4597.13,4597.13,1444.785,1.59093914,57,50.69421053,182,182,,1
New App IOS KSA promotion campaign,3/4/2026,active,campaign,Multiple attribution settings,,,15471,1.28369207,,3019.63,19860,152.0458208,178,16.96421348,0.89627392,248,1.24874119,12.17592742,,44,44,,68.62795455,,,,,,64,47.18171875,,,,1
Middle Funnel Ad 3(fb-insta),3/4/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,50,18642,1.31729428,8.3328,416.64,24557,16.9662418,86,4.84465116,0.35020564,395,1.60850267,1.05478481,,50,39,11,8.3328,,,,,,11,37.87636364,123,123,57,0
NF App Conversions,3/4/2026,active,campaign,7-day click or 1-day view,In-app purchases,9,7058,1.79611788,119.2822222,1073.54,12677,84.68407352,448,2.39629464,3.53395914,435,3.43141122,2.46790805,9,13,13,,82.58,9,5373,5373,119.2822222,5.00493694,,,2459,2459,,1
Bottom Funnel – Copy,3/4/2026,active,campaign,7-day click or 1-day view,actions:purchase,5,10410,1.73573487,85,425,18069,23.52094748,23,18.47826087,0.12728983,36,0.19923626,11.80555556,5,26,26,,16.34615385,5,5096,5096,85,11.99058824,4,106.25,3592,3592,2,0
All-Lookalike-manual-registration 27-07-24,3/4/2026,active,campaign,7-day click,,,279726,1.37793412,,16887.67,385444,43.81355009,1361,12.40828068,0.35309928,1836,0.47633379,9.19807734,16,556,556,,30.37350719,16,4109,4109,1055.479375,0.24331361,536,31.50684701,1385,1385,3,12
Advantage+ KSA app campaign 01/08/2024 Campaign,3/4/2026,active,campaign,7-day click,In-app purchases,6,25414,1.2786653,455.6366667,2733.82,32496,84.12789266,288,9.49243056,0.88626292,299,0.92011324,9.1432107,6,232,231,1,11.7837069,6,11378.57,11378.57,455.6366667,4.1621504,174,15.7116092,459,459,,1
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/4/2026,active,campaign,7-day click,In-app purchases,7,69923,1.36222702,849.0071429,5943.05,95251,62.39357067,438,13.56860731,0.45983769,611,0.64146308,9.72675941,7,268,268,,22.1755597,7,7933,7933,849.0071429,1.33483649,241,24.65995851,583,583,1,1
Middle Funnel 2(web visit),3/4/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,7,3871,1.72255231,22.18,155.26,6668,23.28434313,22,7.05727273,0.32993401,68,1.01979604,2.28323529,,7,6,1,22.18,,,,,,1,155.26,160,160,15,0
Advantage+ shopping campaign 02/03/2025 Campaign,3/4/2026,active,campaign,Multiple attribution settings,,,27058,3.07435878,,2274.68,83186,27.34450508,320,7.108375,0.38468011,709,0.85230688,3.20829337,38,61,61,,37.28983607,38,32306,32306,59.86,14.20243727,22,103.3945455,25060,25060,79,0
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/4/2026,active,campaign,7-day click,In-app purchases,49,623891,1.4229008,751.7634694,36836.41,887735,41.49482672,2749,13.39993088,0.30966448,3955,0.44551584,9.31388369,49,1431,1428,3,25.74172607,49,14620,14620,751.7634694,0.39688992,1212,30.39307756,3023,3023,1,24
UAE App promotion Campaign 26 June 25,3/4/2026,active,campaign,7-day click,In-app purchases,2,10671,1.33558242,879.275,1758.55,14252,123.3896997,133,13.22218045,0.93320236,161,1.12966601,10.92267081,2,98,98,,17.94438776,2,4361.86,4361.86,879.275,2.48037303,78,22.54551282,222,222,,1
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/4/2026,active,campaign,7-day click,,,168531,1.38045226,,10259.82,232649,44.09999613,684,14.99973684,0.29400513,1625,0.6984771,6.31373538,,320,320,,32.0619375,,,,,,387,26.51116279,60,60,3,4
New qatar App promotion Campaign 23 sept 25,3/4/2026,active,campaign,7-day click,,,16361,1.44025426,,2166.46,23564,91.93939908,137,15.81357664,0.58139535,158,0.67051434,13.71177215,,114,114,,19.00403509,,,,,,72,30.08972222,154,154,,0
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/4/2026,active,campaign,7-day click or 1-day view,,,603011,1.01687366,,947.01,613186,1.54440904,111,8.53162162,0.01810217,415,0.0676793,2.28195181,,1,1,,947.01,,,,,,1,947.01,44,44,29,3
New App promotion oman and bahrain Campaign 22 jan 2026,3/4/2026,active,campaign,7-day click,In-app purchases,2,23829,1.5754333,1474.85,2949.7,37541,78.57276045,160,18.435625,0.42620069,191,0.50877707,15.4434555,2,97,97,,30.40927835,2,2135.76,2135.76,1474.85,0.72406007,75,39.32933333,207,207,1,1
Middle Funnel 2(web visit),3/3/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,7,3687,1.69839978,21.52142857,150.65,6262,24.05780901,20,7.5325,0.31938678,62,0.99009901,2.42983871,,7,5,2,21.52142857,,,,,,3,50.21666667,123,123,7,0
Middle Funnel Ad 3(fb-insta),3/3/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,42,17140,1.29002334,8.45690476,355.19,22111,16.06395007,77,4.61285714,0.34824296,286,1.29347384,1.24192308,,42,35,7,8.45690476,,,,,,7,50.74142857,132,132,45,2
NF App Conversions,3/3/2026,active,campaign,7-day click or 1-day view,In-app purchases,5,6935,1.74044701,215.774,1078.87,12070,89.38442419,446,2.41899103,3.69511185,432,3.57912179,2.49738426,5,18,18,,59.93722222,5,5296,5296,215.774,4.9088398,2,539.435,2597,2597,,0
Bottom Funnel – Copy,3/3/2026,active,campaign,7-day click or 1-day view,actions:purchase,6,10694,1.83822704,70.485,422.91,19658,21.51337878,16,26.431875,0.0813918,26,0.13226167,16.26576923,6,11,11,,38.44636364,6,2449,2449,70.485,5.7908302,5,84.582,4183,4183,,0
All-Lookalike-manual-registration 27-07-24,3/3/2026,active,campaign,7-day click,,,268720,1.41353081,,17197.27,379844,45.27456008,1290,13.33121705,0.3396131,1878,0.4944135,9.15722577,18,566,566,,30.38386926,18,4504,4504,955.4038889,0.26190203,504,34.12156746,1506,1506,,11
Advantage+ KSA app campaign 01/08/2024 Campaign,3/3/2026,active,campaign,7-day click,In-app purchases,3,19944,1.3134276,865.89,2597.67,26195,99.16663485,229,11.34353712,0.87421264,261,0.99637335,9.95275862,3,193,193,,13.45943005,3,4203.43,4203.43,865.89,1.61815396,132,19.67931818,512,512,,1
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/3/2026,active,campaign,7-day click,In-app purchases,12,64223,1.30352055,498.5358333,5982.43,83716,71.46101104,399,14.9935589,0.4766114,568,0.6784844,10.53244718,12,254,252,2,23.55287402,14,24803,21005,427.3164286,4.14597413,211,28.35274882,632,632,2,6
Advantage+ shopping campaign 02/03/2025 Campaign,3/3/2026,active,campaign,Multiple attribution settings,,,28220,2.6528703,,2045.68,74864,27.32528318,295,6.93450847,0.39404787,737,0.98445181,2.77568521,48,69,66,3,29.64753623,49,41782,40782,41.74857143,20.42450432,15,136.3786667,23467,23467,61,1
New App IOS KSA promotion campaign,3/3/2026,active,campaign,Multiple attribution settings,,,14824,1.28723691,,3023.99,19082,158.4734305,152,19.89467105,0.79656221,241,1.26297034,12.54767635,,41,41,,73.75585366,,,,,,56,53.99982143,,,1,1
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/3/2026,active,campaign,7-day click,In-app purchases,35,592744,1.46813464,1090.227714,38157.97,870228,43.84824437,2614,14.59754017,0.30038105,3906,0.44884789,9.76906554,35,1282,1279,3,29.76440718,35,13687,13687,1090.227714,0.35869309,1143,33.38405074,3221,3221,2,16
UAE App promotion Campaign 26 June 25,3/3/2026,active,campaign,7-day click,In-app purchases,2,9809,1.26577633,791.135,1582.27,12416,127.4379833,118,13.4090678,0.9503866,142,1.14368557,11.14274648,2,109,109,,14.51623853,2,3120.68,3120.68,791.135,1.97228033,73,21.67493151,342,342,,0
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/3/2026,active,campaign,7-day click,In-app purchases,4,174969,1.26109768,2605.13,10420.52,220653,47.22582516,689,15.12412192,0.31225499,1892,0.85745492,5.50767442,4,300,299,1,34.73506667,5,9707.9,9706.9,2084.104,0.93161378,346,30.11710983,32,32,1,3
New qatar App promotion Campaign 23 sept 25,3/3/2026,active,campaign,7-day click,,,14352,1.38559086,,2153.78,19886,108.3063462,133,16.19383459,0.66881223,166,0.83475812,12.97457831,,83,83,,25.94915663,,,,,,62,34.7383871,141,141,,4
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/3/2026,active,campaign,7-day click or 1-day view,,,614042,1.02925044,,984.68,632003,1.55803058,136,7.24029412,0.02151889,443,0.0700946,2.22275395,,3,3,,328.2266667,,,,,,5,196.936,49,49,24,1
New App promotion oman and bahrain Campaign 22 jan 2026,3/3/2026,active,campaign,7-day click,In-app purchases,2,20985,1.61258041,1447.11,2894.22,33840,85.52659574,187,15.4771123,0.55260047,231,0.68262411,12.52909091,2,102,102,,28.37470588,2,5455.96,5455.96,1447.11,1.88512276,79,36.6356962,225,225,,1
Middle Funnel 2(web visit),3/2/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,7,3616,1.63993363,20.78285714,145.48,5930,24.53288364,14,10.39142857,0.23608769,72,1.21416526,2.02055556,,7,7,,20.78285714,,,,,,,,172,172,9,0
Middle Funnel Ad 3(fb-insta),3/2/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,26,17275,1.26940666,13.19884615,343.17,21929,15.64914041,59,5.81644068,0.26905012,319,1.4546947,1.07576803,1,26,22,4,13.19884615,1,199,199,343.17,0.57988752,6,57.195,92,92,35,0
NF App Conversions,3/2/2026,active,campaign,7-day click or 1-day view,In-app purchases,5,7444,1.81824288,200.372,1001.86,13535,74.01994828,538,1.86219331,3.97487994,515,3.80495013,1.94535922,5,20,20,,50.093,5,1245,1245,200.372,1.2426886,7,143.1228571,2484,2484,,1
Bottom Funnel – Copy,3/2/2026,active,campaign,7-day click or 1-day view,actions:purchase,7,10590,1.67431539,57.03857143,399.27,17731,22.51818848,19,21.01421053,0.10715696,37,0.20867407,10.79108108,7,17,17,,23.48647059,7,4342,4342,57.03857143,10.8748466,5,79.854,3791,3791,,0
All-Lookalike-manual-registration 27-07-24,3/2/2026,active,campaign,7-day click,,,214758,1.45172706,,15456.82,311770,49.57763736,1052,14.69279468,0.33742823,1502,0.4817654,10.29082557,22,454,454,,34.04585903,22,9497,9497,702.5827273,0.61442134,397,38.93405542,1547,1547,2,8
Advantage+ KSA app campaign 01/08/2024 Campaign,3/2/2026,active,campaign,7-day click,,,19527,1.30849593,,2570.02,25551,100.5839302,249,10.32136546,0.97452155,271,1.06062385,9.48346863,,155,155,,16.58077419,,,,,,122,21.0657377,437,437,,0
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/2/2026,active,campaign,7-day click,In-app purchases,14,62688,1.35295431,438.895,6144.53,84814,72.44711958,405,15.17167901,0.4775155,537,0.63315019,11.44232775,14,216,216,,28.44689815,14,5396,5396,438.895,0.87817945,204,30.1202451,614,614,,2
Advantage+ shopping campaign 02/03/2025 Campaign,3/2/2026,active,campaign,Multiple attribution settings,,,26893,2.80898375,,2050.14,75542,27.13907495,238,8.61403361,0.31505652,703,0.93060814,2.91627312,42,45,45,,45.55866667,42,32831,32831,48.81285714,16.01402831,17,120.5964706,22737,22737,54,0
New App IOS KSA promotion campaign,3/2/2026,active,campaign,Multiple attribution settings,,,15869,1.29125969,,3176.31,20491,155.0100044,182,17.45225275,0.88819482,234,1.14196477,13.57397436,,45,45,,70.58466667,,,,,,61,52.07065574,,,1,1
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/2/2026,active,campaign,7-day click,In-app purchases,48,540899,1.3497677,708.3989583,34003.15,730088,46.57404313,2182,15.58347846,0.29886808,3142,0.43035908,10.82213558,48,1069,1069,,31.80837231,48,23194,23194,708.3989583,0.68211327,900,37.78127778,3009,3009,1,11
UAE App promotion Campaign 26 June 25,3/2/2026,active,campaign,7-day click,In-app purchases,2,8764,1.35965313,843.005,1686.01,11916,141.4912722,112,15.05366071,0.93991272,142,1.19167506,11.87330986,2,77,77,,21.89623377,2,708,708,843.005,0.41992633,63,26.76206349,312,312,,1
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/2/2026,active,campaign,7-day click,In-app purchases,5,155678,1.29621398,2044.284,10221.42,201792,50.65324691,720,14.19641667,0.35680304,1834,0.90885664,5.57329335,5,265,265,,38.57139623,5,11496.41,11496.41,2044.284,1.12473707,303,33.73405941,13,13,2,4
New qatar App promotion Campaign 23 sept 25,3/2/2026,active,campaign,7-day click,,,13756,1.43079384,,2207.63,19682,112.1649223,130,16.98176923,0.66050198,166,0.84341022,13.2989759,,91,91,,24.25967033,,,,,,63,35.04174603,143,143,,0
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/2/2026,active,campaign,7-day click or 1-day view,,,628549,1,,1013.72,628549,1.61279391,120,8.44766667,0.01909159,427,0.06793424,2.37405152,,11,11,,92.15636364,,,,,,5,202.744,60,60,21,0
New App promotion oman and bahrain Campaign 22 jan 2026,3/2/2026,active,campaign,7-day click,In-app purchases,2,22072,1.54965567,1539.37,3078.74,34204,90.01110981,188,16.3762766,0.54964332,226,0.66074143,13.62274336,2,108,108,,28.50685185,2,1410.46,1410.46,1539.37,0.45812897,82,37.54560976,212,212,,0
Middle Funnel 2(web visit),3/1/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,5,4029,1.73169521,31.93,159.65,6977,22.88232765,18,8.86944444,0.25799054,76,1.08929339,2.10065789,,5,2,3,31.93,,,,,,1,159.65,102,102,10,0
Middle Funnel Ad 3(fb-insta),3/1/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,35,20736,1.36684992,10.43828571,365.34,28343,12.88995519,75,4.8712,0.2646156,393,1.38658575,0.92961832,,35,31,4,10.43828571,,,,,,7,52.19142857,100,100,47,1
NF App Conversions,3/1/2026,active,campaign,7-day click or 1-day view,In-app purchases,6,5292,1.72732426,123.71,742.26,9141,81.20118149,400,1.85565,4.37588885,386,4.22273274,1.92295337,6,26,26,,28.54846154,6,2676,2676,123.71,3.60520572,1,742.26,2221,2221,,0
Bottom Funnel – Copy,3/1/2026,active,campaign,7-day click or 1-day view,actions:purchase,6,10066,1.74925492,70.49166667,422.95,17608,24.02033167,15,28.19666667,0.08518855,30,0.1703771,14.09833333,6,8,8,,52.86875,6,7826,7826,70.49166667,18.50336919,4,105.7375,3788,3788,2,0
All-Lookalike-manual-registration 27-07-24,3/1/2026,active,campaign,7-day click,,,206623,1.41316794,,14491.05,291993,49.62807328,954,15.18977987,0.32672016,1292,0.44247636,11.21598297,20,422,422,,34.33898104,20,6663,6663,724.5525,0.45980105,359,40.36504178,1578,1578,,9
Advantage+ KSA app campaign 01/08/2024 Campaign,3/1/2026,active,campaign,7-day click,In-app purchases,2,17896,1.28263299,1139.72,2279.44,22954,99.30469635,211,10.80303318,0.91922976,225,0.98022131,10.13084444,2,176,175,1,12.95136364,2,2508.56,2508.56,1139.72,1.10051592,126,18.09079365,375,375,,0
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,3/1/2026,active,campaign,7-day click,In-app purchases,11,64658,1.3644406,575.7272727,6333,88222,71.78481558,375,16.888,0.42506404,549,0.62229376,11.53551913,11,281,280,1,22.53736655,11,2828,2828,575.7272727,0.44654982,206,30.74271845,682,682,1,7
Advantage+ shopping campaign 02/03/2025 Campaign,3/1/2026,active,campaign,Multiple attribution settings,,,29341,2.8756007,,2293.87,84373,27.18725185,304,7.545625,0.36030484,859,1.01809821,2.67039581,45,75,70,5,30.58493333,45,58388,58388,50.97488889,25.45392721,19,120.73,22104,22104,73,1
New App IOS KSA promotion campaign,3/1/2026,active,campaign,Multiple attribution settings,,,14841,1.25483458,,3204.81,18623,172.0888149,189,16.95666667,1.01487408,221,1.18670461,14.50140271,,49,49,,65.40428571,,,,,,62,51.69048387,1,1,,0
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,3/1/2026,active,campaign,7-day click,In-app purchases,36,461306,1.33042709,783.5877778,28209.16,613734,45.96316971,1955,14.42923785,0.31854191,2839,0.46257825,9.93630151,36,1086,1083,3,25.97528545,36,13774,13774,783.5877778,0.48828111,889,31.73133858,3101,3101,2,21
UAE App promotion Campaign 26 June 25,3/1/2026,active,campaign,7-day click,In-app purchases,2,8028,1.25697559,800.375,1600.75,10091,158.6314538,84,19.05654762,0.83242493,99,0.98107224,16.16919192,2,54,54,,29.64351852,2,4383.81,4383.81,800.375,2.73859753,51,31.3872549,195,195,1,0
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,3/1/2026,active,campaign,7-day click,In-app purchases,4,157010,1.2404815,2531.41,10125.64,194768,51.98821162,615,16.46445528,0.31576029,1650,0.84716175,6.13675152,4,282,282,,35.90652482,5,10465.38,9465.38,2025.128,1.03355245,339,29.86914454,12,12,2,10
New qatar App promotion Campaign 23 sept 25,3/1/2026,active,campaign,7-day click,,,12417,1.35846018,,2227.27,16868,132.041143,101,22.05217822,0.5987669,120,0.71140621,18.56058333,,53,53,,42.02396226,,,,,,37,60.19648649,113,113,,0
New Awareness campaign 24/10/25 –duplicate (07/11/25),3/1/2026,active,campaign,7-day click or 1-day view,,,651001,1,,1129.45,651001,1.73494357,143,7.89825175,0.02196617,449,0.06897071,2.51547884,,3,3,,376.4833333,,,,,,2,564.725,45,45,34,3
New App promotion oman and bahrain Campaign 22 jan 2026,3/1/2026,active,campaign,7-day click,In-app purchases,1,21630,1.47595932,3061.11,3061.11,31925,95.8844166,194,15.77891753,0.60767424,222,0.6953798,13.78878378,1,95,95,,32.22221053,1,7593.12,7593.12,3061.11,2.48051197,76,40.27776316,175,175,,0
New App IOS KSA promotion campaign,2/28/2026,active,campaign,Multiple attribution settings,,,13678,1.19710484,,3663.18,16374,223.7193111,196,18.68969388,1.19701967,226,1.38023696,16.20876106,,39,39,,93.92769231,,,,,,43,85.19023256,,,2,0
NF App Conversions,2/28/2026,active,campaign,7-day click or 1-day view,In-app purchases,6,5285,1.69006623,171.4033333,1028.42,8932,115.1388267,305,3.37186885,3.41468876,383,4.28795343,2.68516971,6,19,19,,54.12736842,6,10826,10826,171.4033333,10.52682756,5,205.684,2925,2925,,1
Bottom Funnel – Copy,2/28/2026,active,campaign,7-day click or 1-day view,actions:purchase,7,9739,1.67152685,58.99428571,412.96,16279,25.36765158,19,21.73473684,0.11671479,39,0.23957246,10.58871795,7,14,14,,29.49714286,7,5261,5261,58.99428571,12.73973266,2,206.48,4450,4450,4,0
All-Lookalike-manual-registration 27-07-24,2/28/2026,active,campaign,7-day click,,,268755,1.35491061,,18133.73,364139,49.79892294,1469,12.34426821,0.40341738,1897,0.52095491,9.55916183,24,639,639,,28.37829421,24,9903,9903,755.5720833,0.54610938,571,31.75784588,1726,1726,2,13
Advantage+ KSA app campaign 01/08/2024 Campaign,2/28/2026,active,campaign,7-day click,In-app purchases,3,19723,1.23287532,911.0766667,2733.23,24316,112.4045896,225,12.14768889,0.92531666,230,0.94587926,11.8836087,3,170,170,,16.07782353,3,6680.11,6680.11,911.0766667,2.44403508,117,23.36094017,464,464,,0
Advantage+ app campaign maximize value  27/11/2024 Campaign (Duplicate). Campaign,2/28/2026,active,campaign,7-day click,In-app purchases,14,58226,1.32279394,415.685,5819.59,77021,75.55848405,411,14.15958637,0.5336207,515,0.66864881,11.30017476,14,234,234,,24.87004274,15,7718,5918,387.9726667,1.32621027,206,28.25043689,673,673,,3
Middle Funnel Ad 3(fb-insta),2/28/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,18,14050,1.26747331,18.34388889,330.19,17808,18.54166667,73,4.52315068,0.40992812,362,2.03279425,0.91212707,,18,13,5,18.34388889,,,,,,9,36.68777778,151,151,43,1
Advantage+ shopping campaign 02/03/2025 Campaign,2/28/2026,active,campaign,Multiple attribution settings,,,24976,2.48170243,,1902.94,61983,30.70099866,293,6.49467577,0.47271026,856,1.38102383,2.22306075,37,44,41,3,43.24863636,37,38480,38480,51.43081081,20.22134171,21,90.61619048,22551,22551,60,0
Advantage+ app Purchase campaign 21/12/2024 Campaign – april duplicate,2/28/2026,active,campaign,7-day click,In-app purchases,39,669930,1.38427597,996.2884615,38855.25,927368,41.89841573,3452,11.25586616,0.37223626,4514,0.48675391,8.60772043,39,1830,1830,,21.23237705,39,13934,13934,996.2884615,0.35861306,1551,25.05174081,3962,3962,8,43
UAE App promotion Campaign 26 June 25,2/28/2026,active,campaign,7-day click,In-app purchases,1,7670,1.26949153,1869.68,1869.68,9737,192.0180754,83,22.52626506,0.85241861,94,0.96538975,19.89021277,1,62,62,,30.15612903,1,1559,1559,1869.68,0.83383253,50,37.3936,234,234,,0
India IOS app promotion purchase campaign  09/08/25 copy of 9/10/24,2/28/2026,active,campaign,7-day click,In-app purchases,2,170591,1.23543446,5413.465,10826.93,210754,51.37235829,615,17.60476423,0.29180941,1747,0.82892851,6.19744133,2,260,260,,41.64203846,2,6108.74,6108.74,5413.465,0.56421719,295,36.70145763,5,5,3,8
New qatar App promotion Campaign 23 sept 25,2/28/2026,active,campaign,7-day click,,,8945,1.34756847,,1958.58,12054,162.4838228,76,25.77078947,0.6304961,85,0.70516011,23.04211765,,37,37,,52.93459459,,,,,,32,61.205625,127,127,,0
New Awareness campaign 24/10/25 –duplicate (07/11/25),2/28/2026,active,campaign,7-day click or 1-day view,,,529480,1,,1006.7,529480,1.90129939,101,9.96732673,0.01907532,367,0.06931329,2.74305177,,4,4,,251.675,,,,,,1,1006.7,26,26,18,2
New App promotion oman and bahrain Campaign 22 jan 2026,2/28/2026,active,campaign,7-day click,,,15917,1.51605202,,3020.66,24131,125.1775724,183,16.5063388,0.75836061,200,0.82880942,15.1033,,100,100,,30.2066,,,,,,78,38.72641026,210,210,1,0
Middle Funnel 2(web visit),2/28/2026,active,campaign,7-day click or 1-day view,actions:complete_registration,4,3662,1.5737302,36.6675,146.67,5763,25.45028631,17,8.62764706,0.29498525,69,1.19729308,2.12565217,,4,3,1,36.6675,,,,,,2,73.335,147,147,10,0
